"","n.M.police","n.F.police","n.U.police.gender","n.W.police","n.B.police","n.A.police","n.L.police","n.O.police","id"
"1212",1,0,0,0,0,0,1,0,2186090
"1213",1,0,0,0,0,0,1,0,3877551
"1214",1,0,0,0,0,0,1,0,3574531
"1215",3,0,0,0,1,1,1,0,3548385
"1216",1,0,0,1,0,0,0,0,851572
"1217",1,0,0,0,0,0,1,0,2638783
"1218",3,0,0,2,0,0,1,0,3127050
"1219",1,0,0,1,0,0,0,0,2272677
"1220",1,0,0,0,1,0,0,0,2377926
"1221",2,0,0,1,1,0,0,0,767617
"1222",2,0,0,1,0,0,1,0,1147635
"1223",1,0,0,1,0,0,0,0,608425
"1224",2,0,0,1,0,0,1,0,630146
"1225",6,0,0,6,0,0,0,0,3321666
"1226",2,0,0,0,0,1,1,0,4008870
"1227",1,0,0,0,0,0,1,0,4468762
"1228",1,0,0,1,0,0,0,0,2057019
"1229",2,0,0,1,0,0,1,0,1353179
"1230",1,0,0,1,0,0,0,0,688059
"1231",3,0,0,1,0,0,2,0,3715322
"1232",2,0,0,1,0,0,0,0,817070
"1233",1,0,0,1,0,0,0,0,3808639
"1234",1,0,0,0,0,0,1,0,614334
"1235",1,0,0,1,0,0,0,0,2538309
"1236",1,0,0,0,1,0,0,0,4405574
"1237",1,0,1,1,0,0,0,0,1081922
"1238",1,0,0,0,1,0,0,0,4300616
"1239",1,0,0,1,0,0,0,0,590309
"1240",1,0,0,0,1,0,0,0,219051
"1241",1,0,0,1,0,0,0,0,1759925
"1242",1,0,0,0,0,0,1,0,3549698
"1243",1,0,0,0,1,0,0,0,969564
"1244",0,0,0,0,0,1,0,0,3171087
"1245",1,0,0,0,0,0,1,0,3913743
"1246",1,0,0,1,0,0,0,0,4901348
"1247",1,0,0,1,0,0,0,0,4501695
"1248",1,0,0,1,0,0,0,0,3018275
"1249",2,0,0,2,0,0,0,0,3576524
"1250",1,0,0,0,1,0,0,0,402250
"1251",2,0,0,1,0,0,1,0,4926980
"1252",1,0,0,1,0,0,0,0,1107235
"1253",1,0,0,0,0,0,1,0,3673195
"1254",0,1,0,0,1,0,0,0,2567984
"1255",1,0,0,0,1,0,0,0,2581685
"1256",1,0,0,0,1,0,0,0,381072
"1257",1,0,0,1,0,0,0,0,4397499
"1258",1,0,0,0,0,0,1,0,1928258
"1259",1,0,0,1,0,0,0,0,1089134
"1260",1,0,0,0,0,1,0,0,2112370
"1261",1,0,0,0,1,0,0,0,2227008
"1262",5,0,0,4,1,0,0,0,4209906
"1263",1,0,0,1,0,0,0,0,4866956
"1264",1,0,0,0,1,0,0,0,1267983
"1265",2,0,0,2,0,0,0,0,4592342
"1266",2,0,0,2,0,0,0,0,3607161
"1267",1,0,0,0,0,0,1,0,2218708
"1268",1,0,0,0,0,0,1,0,3751625
"1269",1,0,0,1,0,0,0,0,2480127
"1270",1,0,0,1,0,0,0,0,4524118
"1271",6,0,0,6,0,0,0,0,132971
"1272",0,1,0,1,0,0,0,0,1489834
"1273",1,0,0,1,0,0,0,0,2018713
"1274",1,0,0,1,0,0,0,0,4974439
"1275",1,0,0,1,0,0,0,0,2948840
"1276",1,0,0,1,0,0,0,0,4535310
"1277",1,0,0,1,0,0,0,0,2267893
"1278",3,0,0,3,0,0,0,0,4915064
"1279",1,0,0,0,1,0,0,0,3769161
"1280",0,1,0,1,0,0,0,0,2197521
"1281",1,0,0,1,0,0,0,0,2560478
"1282",1,0,0,1,0,0,0,0,3588481
"1283",3,0,0,3,0,0,0,0,938551
"1284",1,0,0,1,0,0,0,0,1450492
"1285",3,0,0,2,1,0,0,0,598105
"1286",1,0,0,1,0,0,0,0,647009
"1287",1,0,0,1,0,0,0,0,1258805
"1288",1,0,0,1,0,0,0,0,1456325
"1289",1,0,0,1,0,0,0,0,111376
"1290",1,0,0,1,0,0,0,0,3572233
"1291",1,0,0,1,0,0,0,0,2498427
"1292",1,0,0,1,0,0,0,0,1121109
"1293",2,0,0,2,0,0,0,0,126504
"1294",1,0,0,0,1,0,0,0,4097748
"1295",2,0,0,0,2,0,0,0,2025063
"1296",1,0,0,1,0,0,0,0,4530650
"1297",1,0,0,1,0,0,0,0,1996950
"1298",2,0,0,2,0,0,0,0,4630963
"1299",1,0,0,0,1,0,0,0,357157
"1300",2,0,0,2,0,0,0,0,1044187
"1301",1,0,0,1,0,0,0,0,3195293
"1302",2,0,0,2,0,0,0,0,3417500
"1303",1,0,0,1,0,0,0,0,3797348
"1304",1,0,0,1,0,0,0,0,439647
"1305",1,0,0,1,0,0,0,0,550160
"1306",3,0,0,3,0,0,0,0,682198
"1307",2,0,0,2,0,0,0,0,3093150
"1308",1,0,0,1,0,0,0,0,3045398
"1309",4,2,0,5,0,1,0,0,3697614
"1310",1,0,0,1,0,0,0,0,4891399
"1311",3,0,0,3,0,0,0,0,3480015
"1312",1,0,0,1,0,0,0,0,572517
"1313",1,0,1,0,0,0,0,0,671908
"1314",1,0,0,1,0,0,0,0,2334846
"1315",1,0,0,1,0,0,0,0,1569475
"1316",2,0,0,1,1,0,0,0,3082691
"1317",2,0,0,2,0,0,0,0,4103474
"1318",1,0,0,1,0,0,0,0,1038204
"1319",0,0,1,0,0,0,0,0,2507365
"1320",1,0,0,1,0,0,0,0,239094
"1321",0,0,1,0,0,0,0,0,1100753
"1322",0,0,1,0,0,0,0,0,116199
"1323",0,0,1,0,0,0,0,0,1896874
"1324",1,0,0,1,0,0,0,0,3933449
"1325",0,0,1,0,0,0,0,0,4583484
"1326",1,0,0,1,0,0,0,0,2874530
"1327",0,0,1,0,0,0,0,0,2915502
"1328",0,0,1,0,0,0,0,0,3325470
"1329",2,0,0,2,0,0,0,0,1578646
"1330",0,0,1,0,0,0,0,0,2054149
"1331",0,0,1,0,0,0,0,0,4113173
"1332",0,0,1,0,0,0,0,0,2488957
"1333",0,0,1,0,0,0,0,0,3616107
"1334",0,0,1,0,0,0,0,0,4558418
"1335",0,0,1,0,0,0,0,0,193956
"1336",0,0,1,0,0,0,0,0,2654496
"1337",1,0,0,1,0,0,0,0,2354873
"1338",0,0,1,0,0,0,0,0,3487165
"1339",0,0,1,0,0,0,0,0,4548935
"1340",0,0,1,0,0,0,0,0,2260173
"1341",3,0,0,0,1,0,2,0,3275812
"1342",0,0,1,0,0,0,0,0,55627
"1343",0,0,1,0,0,0,0,0,4646720
"1344",1,0,0,1,0,0,0,0,895729
"1345",0,0,1,0,0,0,0,0,3665736
"1346",0,0,1,0,0,0,0,0,4198056
"1347",0,0,1,0,0,0,0,0,3856192
"1348",0,0,1,0,0,0,0,0,2731426
"1349",0,0,1,0,0,0,0,0,826245
"1350",0,0,1,0,0,0,0,0,1754574
"1351",0,0,1,0,0,0,0,0,2633966
"1352",0,0,1,0,0,0,0,0,67189
"1353",0,0,1,0,0,0,0,0,1443448
"1354",0,0,1,0,0,0,0,0,2731470
"1355",1,0,0,0,1,0,0,0,3822124
"1356",0,0,1,0,0,0,0,0,2638403
"1357",0,0,1,0,0,0,0,0,4814416
"1358",0,0,1,0,0,0,0,0,4472791
"1359",0,0,1,0,0,0,0,0,4198773
"1360",0,0,1,0,0,0,0,0,4524023
"1361",0,0,1,0,0,0,0,0,380880
"1362",1,0,0,1,0,0,0,0,2648327
"1363",2,0,0,0,1,0,1,0,2043909
"1364",2,0,0,1,1,0,0,0,336641
"1365",0,0,1,0,0,0,0,0,3145378
"1366",0,0,1,0,0,0,0,0,4656704
"1367",0,0,1,0,0,0,0,0,3175339
"1368",0,0,1,0,0,0,0,0,3365474
"1369",0,0,1,0,0,0,0,0,4882137
"1370",2,0,0,1,1,0,0,0,4567598
"1371",0,0,1,0,0,0,0,0,3041058
"1372",1,0,0,1,0,0,0,0,3302836
"1373",0,0,1,0,0,0,0,0,2437085
"1374",0,0,1,0,0,0,0,0,471653
"1375",0,0,1,0,0,0,0,0,1081784
"1376",1,0,0,0,1,0,0,0,2484812
"1377",1,0,0,0,1,0,0,0,4435886
"1378",0,0,1,0,0,0,0,0,3180212
"1379",0,1,0,1,0,0,0,0,3465169
"1380",2,0,0,2,0,0,0,0,142188
"1381",0,0,1,0,0,0,0,0,1369153
"1382",0,0,1,0,0,0,0,0,4501132
"1383",0,0,1,0,0,0,0,0,2363470
"1384",0,0,1,0,0,0,0,0,4752634
"1385",1,0,0,1,0,0,0,0,2903954
"1386",3,0,0,3,0,0,0,0,3861251
"1387",0,0,1,0,0,0,0,0,4893286
"1388",1,0,0,1,0,0,0,0,3861783
"1389",0,0,1,0,0,0,0,0,3497852
"1390",0,0,1,0,0,0,0,0,4870087
"1391",1,0,0,1,0,0,0,0,4789557
"1392",0,0,1,0,0,0,0,0,399896
"1393",2,0,0,2,0,0,0,0,4575981
"1394",1,0,0,1,0,0,0,0,2648664
"1395",0,0,1,0,0,0,0,0,578289
"1396",2,0,0,2,0,0,0,0,1480704
"1397",1,0,0,1,0,0,0,0,1407952
"1398",1,0,0,1,0,0,0,0,1780344
"1399",2,0,0,2,0,0,0,0,3944215
"1400",0,0,1,0,0,0,0,0,397629
"1401",1,0,0,0,1,0,0,0,3501897
"1402",0,0,1,0,0,0,0,0,4380270
"1403",0,0,1,0,0,0,0,0,1715782
"1404",0,0,1,0,0,0,0,0,2132354
"1405",0,1,0,1,0,0,0,0,3441316
"1406",0,0,1,0,0,0,0,0,4434132
"1407",1,0,0,1,0,0,0,0,4922258
"1408",0,0,1,0,0,0,0,0,1634362
"1409",0,0,1,0,0,0,0,0,178843
"1410",0,0,1,0,0,0,0,0,2442793
"1411",1,0,0,1,0,0,0,0,2111030
"1412",0,0,1,0,0,0,0,0,2814226
"1413",1,0,0,1,0,0,0,0,2143220
"1414",1,0,0,1,0,0,0,0,1938012
"1415",1,0,0,1,0,0,0,0,314008
"1416",0,0,1,0,0,0,0,0,3967373
"1417",0,0,1,0,0,0,0,0,2430736
"1418",1,0,0,0,1,0,0,0,884617
"1419",2,0,0,2,0,0,0,0,4619112
"1420",1,0,2,0,0,0,0,0,3582677
"1421",0,0,1,0,0,0,0,0,1029591
"1422",3,0,3,0,0,0,0,0,867663
"1423",0,0,1,0,0,0,0,0,575362
"1424",4,0,4,0,0,0,0,0,1320968
"1425",3,0,3,0,0,0,0,0,2364047
"1426",2,0,2,0,0,0,0,0,2358273
"1427",0,0,1,0,0,0,0,0,2683554
"1428",0,0,1,0,0,0,0,0,3535370
"1429",3,0,3,0,0,0,0,0,2247248
"1430",3,0,3,0,0,0,0,0,2622396
"1431",0,0,1,0,0,0,0,0,4732433
"1432",0,0,1,0,0,0,0,0,2025970
"1433",0,0,1,0,0,0,0,0,3334019
"1434",3,0,3,0,0,0,0,0,1613516
"1435",0,0,1,0,0,0,0,0,523213
"1436",2,2,4,0,0,0,0,0,1118201
"1437",1,0,2,0,0,0,0,0,354893
"1438",0,0,1,0,0,0,0,0,1033460
"1439",0,0,1,0,0,0,0,0,99919
"1440",0,0,1,0,0,0,0,0,3606746
"1441",1,0,3,0,0,0,0,0,4395181
"1442",3,0,4,0,0,0,0,0,4143296
"1443",2,0,2,0,0,0,0,0,3638872
"1444",4,0,4,0,0,0,0,0,3736662
"1445",5,1,6,0,0,0,0,0,2471345
"1446",0,0,1,0,0,0,0,0,134903
"1447",0,0,1,0,0,0,0,0,4322030
"1448",5,1,6,0,0,0,0,0,4807203
"1449",0,0,1,0,0,0,0,0,537728
"1450",2,0,2,0,0,0,0,0,4416212
"1451",3,0,3,0,0,0,0,0,61212
"1452",1,2,3,0,0,0,0,0,1603535
"1453",1,0,1,0,0,0,0,0,2939139
"1454",1,0,1,0,0,0,0,0,104257
"1455",3,0,4,0,0,0,0,0,2243892
"1456",3,0,3,0,0,0,0,0,571688
"1457",0,0,1,0,0,0,0,0,4045677
"1458",2,0,2,0,0,0,0,0,1157386
"1459",0,0,1,0,0,0,0,0,1162091
"1460",0,0,1,0,0,0,0,0,1198902
"1461",0,0,1,0,0,0,0,0,3391646
"1462",0,0,1,0,0,0,0,0,781470
"1463",1,0,3,0,0,0,0,0,3893697
"1464",3,0,3,0,0,0,0,0,2682388
"1465",2,0,6,0,0,0,0,0,116357
"1466",4,0,5,0,0,0,0,0,1396004
"1467",2,0,2,0,0,0,0,0,722446
"1468",1,0,1,0,0,0,0,0,4840592
"1469",3,0,3,0,0,0,0,0,3697026
"1470",0,0,1,0,0,0,0,0,2478155
"1471",1,0,1,0,0,0,0,0,240662
"1472",0,0,1,0,0,0,0,0,455078
"1473",1,0,1,0,0,0,0,0,1160786
"1474",1,0,2,0,0,0,0,0,4077721
"1475",0,1,1,0,0,0,0,0,2668567
"1476",1,0,1,0,0,0,0,0,2261363
"1477",2,0,2,0,0,0,0,0,3273632
"1478",1,0,2,0,0,0,0,0,4515152
"1479",2,0,1,0,0,0,0,0,2067675
"1480",0,0,1,0,0,0,0,0,4589764
"1481",1,0,1,0,0,0,0,0,2434803
"1482",2,0,2,0,0,0,0,0,2026448
"1483",3,0,3,0,0,0,0,0,2409035
"1484",4,0,4,0,0,0,0,0,2576755
"1485",4,0,4,0,0,0,0,0,2647684
"1486",0,0,1,0,0,0,0,0,2301227
"1487",3,0,3,0,0,0,0,0,3767754
"1488",1,0,1,0,0,0,0,0,4070029
"1489",4,0,4,0,0,0,0,0,3555423
"1490",1,0,2,0,0,0,0,0,4048355
"1491",0,0,1,0,0,0,0,0,737534
"1492",0,0,1,0,0,0,0,0,948360
"1493",1,0,1,0,0,0,0,0,3186142
"1494",1,0,1,0,0,0,0,0,4515123
"1495",1,0,0,1,0,0,0,0,3703220
"1496",1,0,0,0,0,0,1,0,1002733
"1497",1,0,0,0,0,0,1,0,1359913
"1498",0,0,8,0,0,0,0,0,2513484
"1499",8,0,0,1,2,0,5,0,2255574
"1500",1,1,0,1,0,0,1,0,1443245
"1501",1,0,0,0,0,0,1,0,630304
"1502",1,0,0,0,0,0,1,0,3154245
"1503",1,0,0,0,1,0,0,0,2524786
"1504",1,0,0,0,0,0,1,0,3486760
"1505",0,0,2,0,0,0,0,0,1170253
"1506",1,0,0,0,0,0,1,0,3711942
"1507",2,0,0,0,1,0,1,0,3788857
"1508",1,0,0,1,0,0,0,0,351572
"1509",1,0,0,0,0,0,1,0,2034136
"1510",1,0,0,1,0,0,0,0,1092959
"1511",4,0,0,1,0,0,3,0,4150365
"1512",1,0,0,0,0,0,1,0,4243455
"1513",2,0,0,1,0,0,1,0,2846706
"1514",0,0,9,0,0,0,0,0,2580945
"1515",3,0,0,0,0,1,2,0,1053184
"1516",1,0,0,0,0,0,1,0,2482150
"1517",2,0,0,0,0,0,2,0,4031097
"1518",1,0,0,0,0,0,1,0,2343722
"1519",1,0,0,0,0,0,1,0,2972846
"1520",0,0,1,0,0,0,0,0,1437870
"1521",2,0,0,2,0,0,0,0,1057692
"1522",1,0,0,0,0,0,1,0,3113176
"1523",1,0,0,0,0,1,0,0,2603175
"1524",2,0,0,1,0,0,1,0,2694693
"1525",2,0,0,0,0,0,1,0,4260521
"1526",2,0,0,0,0,0,2,0,3632
"1527",2,0,0,0,0,1,1,0,1415773
"1528",1,1,0,1,0,0,0,1,2279351
"1529",2,0,0,1,0,0,1,0,3663069
"1530",1,0,0,0,0,0,1,0,1242555
"1531",1,0,0,0,0,0,1,0,342498
"1532",1,0,0,0,0,0,1,0,3850004
"1533",1,0,0,0,0,0,1,0,4933696
"1534",1,0,0,0,0,0,1,0,4968764
"1535",1,0,0,1,0,0,0,0,2600818
"1536",15,0,0,9,1,2,3,0,2492019
"1537",4,0,0,1,1,1,1,0,3291160
"1538",1,0,0,0,0,0,1,0,389518
"1539",1,0,0,0,0,0,1,0,3935057
"1540",2,0,0,0,0,0,2,0,2962881
"1541",1,0,0,0,0,0,1,0,3473658
"1542",1,0,0,1,0,0,0,0,2288471
"1543",2,0,0,1,0,0,1,0,1606502
"1544",4,0,0,1,0,0,2,1,654443
"1545",1,0,0,0,0,0,0,1,3336399
"1546",1,1,0,2,0,0,0,0,2517261
"1547",1,0,0,0,0,0,1,0,3158689
"1548",9,0,0,3,1,1,4,0,708843
"1549",1,0,0,0,0,0,1,0,2602881
"1550",2,0,0,1,0,0,1,0,1692724
"1551",1,0,0,0,0,0,1,0,1045018
"1552",1,0,0,1,0,0,0,0,922669
"1553",1,0,0,0,1,0,0,0,3678039
"1554",3,0,0,0,0,0,3,0,2018573
"1555",2,0,0,1,0,0,0,1,3509495
"1556",0,1,0,0,0,0,1,0,446518
"1557",1,0,0,0,0,0,1,0,317053
"1558",2,0,0,2,0,0,0,0,4293030
"1559",2,0,0,0,0,0,2,0,3778849
"1560",0,0,1,0,0,0,0,0,2880683
"1561",3,0,0,1,0,0,2,0,3256379
"1562",4,0,0,0,0,0,3,1,3558372
"1563",1,0,0,0,0,0,1,0,1057687
"1564",2,0,0,0,1,0,1,0,1052096
"1565",1,0,0,0,0,0,1,0,4607728
"1566",3,0,0,3,0,0,0,0,2930129
"1567",1,0,0,0,1,0,0,0,3335894
"1568",2,0,0,1,0,0,1,0,3090930
"1569",2,0,0,1,0,0,1,0,2118183
"1570",1,0,0,0,0,0,1,0,4212235
"1571",13,0,0,5,0,3,5,0,2509539
"1572",1,0,0,1,0,0,0,0,3404377
"1573",2,0,0,0,0,0,1,0,3967759
"1574",2,0,0,0,0,0,2,0,2911760
"1575",1,0,0,0,1,0,0,0,1680512
"1576",1,0,0,1,0,0,0,0,2076974
"1577",8,1,0,3,0,1,5,0,388953
"1578",1,0,0,0,0,0,1,0,648343
"1579",1,0,0,0,0,0,1,0,3422353
"1580",2,0,0,1,0,0,1,0,3168524
"1581",1,0,0,0,0,1,0,0,3189670
"1582",1,0,0,1,0,0,0,0,426805
"1583",2,0,0,0,0,0,2,0,710673
"1584",1,0,0,0,0,0,1,0,3070278
"1585",1,0,0,1,0,0,0,0,2278352
"1586",5,0,0,4,1,0,0,0,161384
"1587",1,0,0,0,0,0,1,0,4129071
"1588",1,0,0,1,0,0,0,0,3091988
"1589",1,0,0,0,0,0,1,0,386057
"1590",1,0,0,0,0,0,1,0,542351
"1591",2,0,0,0,0,0,2,0,2044102
"1592",1,0,0,0,1,0,0,0,1393107
"1593",1,1,0,0,0,0,2,0,3999132
"1594",1,0,0,1,0,0,0,0,3079194
"1595",0,1,0,0,0,0,0,1,2981049
"1596",3,0,0,0,0,0,3,0,3762548
"1597",1,0,0,0,0,0,1,0,776043
"1598",2,0,0,1,0,0,1,0,3636577
"1599",1,0,0,0,0,0,1,0,4570902
"1600",1,0,0,0,0,0,1,0,3874733
"1601",1,0,0,0,0,0,1,0,3945850
"1602",4,1,0,2,0,0,3,0,2579663
"1603",1,0,0,0,0,0,1,0,2242863
"1604",1,0,0,0,0,1,0,0,1861828
"1605",1,0,0,0,0,0,1,0,1295934
"1606",1,0,0,1,0,0,0,0,250697
"1607",1,0,0,0,0,0,1,0,2934134
"1608",6,1,0,0,1,0,6,0,947642
"1609",13,0,0,4,0,1,8,0,3836452
"1610",1,0,0,0,1,0,0,0,4278474
"1611",2,0,0,1,0,0,0,1,3590292
"1612",1,0,0,1,0,0,0,0,140745
"1613",1,0,0,1,0,0,0,0,178173
"1614",1,0,0,1,0,0,0,0,2619696
"1615",2,0,0,0,0,1,1,0,3475052
"1616",1,0,0,0,0,0,1,0,3559029
"1617",1,0,0,0,0,0,1,0,2159636
"1618",1,0,0,1,0,0,0,0,2525731
"1619",2,0,0,0,0,0,2,0,2111800
"1620",1,0,0,0,0,0,1,0,4933130
"1621",1,1,0,0,1,1,0,0,1446065
"1622",2,0,0,0,0,0,0,2,4706020
"1623",1,0,0,1,0,0,0,0,3767811
"1624",1,0,0,0,1,0,0,0,2982
"1625",1,0,0,0,0,0,1,0,3785583
"1626",1,0,0,1,0,0,0,0,1431338
"1627",3,0,0,1,0,0,2,0,62528
"1628",2,0,0,1,1,0,0,0,1930899
"1629",1,0,0,0,0,0,1,0,1634720
"1630",1,0,0,0,0,0,1,0,1426837
"1631",1,0,0,0,0,1,0,0,1862138
"1632",1,0,0,0,0,1,0,0,3393305
"1633",8,0,0,1,0,0,7,0,4535497
"1634",0,1,0,0,0,0,1,0,2277391
"1635",2,0,0,0,1,0,1,0,2756008
"1636",11,0,0,4,1,0,6,0,1367778
"1637",2,0,0,2,0,0,0,0,2389033
"1638",3,0,0,0,0,0,3,0,592444
"1639",1,0,0,1,0,0,0,0,2788324
"1640",1,0,0,0,0,0,1,0,3046197
"1641",1,0,0,0,0,0,1,0,4786714
"1642",2,0,0,0,0,0,2,0,4665070
"1643",1,0,0,0,0,0,1,0,3700899
"1644",8,0,0,3,0,0,4,1,1917797
"1645",1,0,0,1,0,0,0,0,1705548
"1646",2,0,0,1,0,0,1,0,1783893
"1647",6,0,0,3,0,1,2,0,635237
"1648",4,0,0,0,0,1,3,0,4546548
"1649",1,0,0,0,0,0,1,0,4224587
"1650",2,0,0,0,0,0,2,0,3374761
"1651",4,0,0,2,0,0,2,0,4903989
"1652",1,0,0,0,0,0,1,0,487751
"1653",1,0,0,0,0,0,1,0,200067
"1654",2,0,0,1,0,0,1,0,4049467
"1655",2,0,0,1,0,0,1,0,1934062
"1656",2,0,0,0,0,0,2,0,1540369
"1657",1,0,0,0,0,0,1,0,1415789
"1658",2,0,0,0,0,0,2,0,366104
"1659",1,0,0,0,0,0,1,0,926019
"1660",2,0,0,0,0,0,2,0,2429345
"1661",1,0,0,0,0,0,1,0,2090572
"1662",1,0,0,0,0,0,1,0,3290041
"1663",1,0,0,0,0,0,1,0,3119592
"1664",1,0,0,0,0,0,1,0,1779025
"1665",1,0,0,0,0,0,1,0,3196092
"1666",1,0,0,1,0,0,0,0,3078888
"1667",1,0,0,0,1,0,0,0,157655
"1668",1,0,0,0,0,0,1,0,3311926
"1669",1,0,0,0,0,0,1,0,351367
"1670",1,0,0,1,0,0,0,0,3791999
"1671",1,1,0,1,0,0,1,0,4918442
"1672",15,0,0,6,1,1,6,1,879359
"1673",3,0,0,2,0,1,0,0,2447025
"1674",1,0,0,0,1,0,0,0,2404990
"1675",1,0,0,0,0,0,1,0,481389
"1676",1,0,0,0,0,0,1,0,664517
"1677",1,0,0,0,0,0,1,0,2871489
"1678",0,0,8,0,0,0,0,0,2747666
"1679",0,1,0,0,0,0,0,1,3393780
"1680",2,0,0,0,0,0,2,0,879751
"1681",1,0,0,0,0,0,1,0,4528444
"1682",2,0,0,1,0,0,1,0,2656059
"1683",1,0,0,1,0,0,0,0,4021455
"1684",1,0,0,0,0,0,1,0,1321417
"1685",1,0,0,1,0,0,0,0,2227304
"1686",2,0,0,0,0,0,2,0,1186634
"1687",2,0,0,0,1,0,1,0,4916295
"1688",1,0,0,0,0,1,0,0,68920
"1689",0,0,1,0,0,0,0,0,1726587
"1690",2,0,0,1,0,0,1,0,4159275
"1691",1,0,0,0,0,0,1,0,768770
"1692",1,0,0,1,0,0,0,0,2730234
"1693",2,0,0,0,0,0,2,0,1574910
"1694",1,0,0,1,0,0,0,0,2669499
"1695",0,0,1,0,0,0,0,0,2831341
"1696",3,0,0,0,0,0,3,0,3310508
"1697",2,0,0,0,0,0,2,0,3043817
"1698",1,0,0,0,0,0,1,0,2478774
"1699",1,0,0,1,0,0,0,0,393033
"1700",1,0,0,0,0,0,1,0,856533
"1701",0,0,1,0,0,0,0,0,1811047
"1702",1,0,0,0,0,0,1,0,3351674
"1703",1,0,0,0,0,1,0,0,4201510
"1704",2,0,0,0,0,0,2,0,4489061
"1705",2,0,0,0,0,0,2,0,107058
"1706",4,0,0,1,0,0,3,0,671974
"1707",0,0,1,0,0,0,0,0,3508801
"1708",1,0,0,0,0,0,1,0,1969519
"1709",1,0,0,0,0,0,1,0,2497522
"1710",1,0,0,0,0,0,1,0,1207741
"1711",2,0,0,0,0,0,2,0,549923
"1712",1,0,0,0,0,1,0,0,388394
"1713",1,0,0,0,0,0,1,0,4768681
"1714",1,0,0,1,0,0,0,0,530197
"1715",0,0,1,0,0,0,0,0,4535861
"1716",2,0,0,1,0,0,1,0,829371
"1717",3,0,0,2,1,0,0,0,3184458
"1718",1,0,0,1,0,0,0,0,1945334
"1719",1,0,0,0,0,0,1,0,1455349
"1720",1,0,0,0,0,0,1,0,1124383
"1721",1,0,0,0,1,0,0,0,1953760
"1722",0,1,0,1,0,0,0,0,4338147
"1723",1,0,0,1,0,0,0,0,3886289
"1724",1,0,0,1,0,0,0,0,4549902
"1725",1,0,0,0,1,0,0,0,4688537
"1726",1,0,0,1,0,0,0,0,452492
"1727",2,0,0,2,0,0,0,0,3459215
"1728",1,0,0,1,0,0,0,0,4734290
"1729",1,0,0,1,0,0,0,0,1063397
"1730",3,0,0,1,1,1,0,0,2570950
"1731",1,0,0,1,0,0,0,0,2843857
"1732",1,0,0,1,0,0,0,0,2796272
"1733",2,0,0,0,2,0,0,0,2199756
"1734",1,0,0,1,0,0,0,0,2319069
"1735",2,0,0,2,0,0,0,0,2402081
"1736",1,0,0,1,0,0,0,0,1937870
"1737",1,0,0,1,0,0,0,0,2854930
"1738",2,0,0,2,0,0,0,0,4453498
"1739",4,0,0,3,1,0,0,0,3704708
"1740",1,0,0,1,0,0,0,0,2870210
"1741",2,0,0,1,1,0,0,0,1315419
"1742",1,0,0,0,1,0,0,0,3725303
"1743",1,0,0,1,1,0,0,0,1570558
"1744",2,0,0,2,0,0,0,0,4591162
"1745",1,0,0,1,0,0,0,0,4512501
"1746",0,0,1,0,0,0,0,0,4302180
"1747",0,0,1,0,0,0,0,0,3305389
"1748",0,0,1,0,0,0,0,0,2201693
"1749",0,0,1,0,0,0,0,0,1231582
"1750",1,0,0,1,0,0,0,0,1210822
"1751",1,0,0,1,0,0,0,0,2329118
"1752",0,0,1,0,0,0,0,0,452260
"1753",0,0,1,0,0,0,0,0,3249926
"1754",0,0,1,0,0,0,0,0,4263861
"1755",0,0,1,0,0,0,0,0,2795824
"1756",1,0,0,0,1,0,0,0,4122633
"1757",0,0,1,0,0,0,0,0,1438262
"1758",1,0,0,0,1,0,0,0,3084313
"1759",1,0,0,1,0,0,0,0,1626480
"1760",0,0,1,0,0,0,0,0,2088160
"1761",1,0,0,0,1,0,0,0,1960888
"1762",0,0,1,0,0,0,0,0,235594
"1763",0,0,1,0,0,0,0,0,4348497
"1764",1,0,0,0,1,0,0,0,1475797
"1765",5,0,0,4,1,0,0,0,3053308
"1766",1,0,0,1,0,0,0,0,2337562
"1767",0,0,1,0,0,0,0,0,652245
"1768",4,0,0,4,2,0,1,0,3584285
"1769",1,1,0,0,2,0,0,0,2484518
"1770",0,0,1,0,0,0,0,0,2128553
"1771",0,1,0,0,1,0,0,0,1561092
"1772",1,0,0,1,0,0,0,0,866024
"1773",1,0,0,0,1,0,0,0,1769686
"1774",1,0,1,0,0,0,0,0,4079009
"1775",0,0,1,0,0,0,0,0,3038464
"1776",1,0,0,0,1,0,0,0,3120171
"1777",0,0,1,0,0,0,0,0,643705
"1778",2,0,0,1,0,0,0,0,2275851
"1779",2,0,0,1,0,0,0,0,3432862
"1780",1,0,0,0,1,0,0,0,1121516
"1781",1,0,0,0,1,0,0,0,3931686
"1782",1,0,0,1,0,0,0,0,104573
"1783",1,0,0,2,0,0,0,0,1287320
"1784",1,0,0,0,1,0,0,0,739007
"1785",1,0,0,2,0,0,0,0,3566084
"1786",0,0,1,0,0,0,0,0,2047935
"1787",1,0,0,0,3,0,0,0,3346124
"1788",0,0,1,0,0,0,0,0,4477164
"1789",0,0,1,0,0,0,0,0,1233746
"1790",0,0,1,0,0,0,0,0,2934924
"1791",1,0,0,0,1,0,0,0,206747
"1792",0,0,1,0,0,0,0,0,2935923
"1793",1,0,0,0,1,0,0,0,1144756
"1794",0,0,1,0,0,0,0,0,2006284
"1795",1,0,0,1,0,0,0,0,1261181
"1796",1,0,0,0,1,0,0,0,4921048
