"City","id","Date","Fatal","SubjectArmed","SubjectRace","SubjectGender","SubjectAge","NatureOfStop","NumberOfShots","NumberOfOfficers","OfficerRace","OfficerGender","Department","Month","Day","rank2016","state","estimate2016","census2010","change","sq_mi","sq_km","pop_density1","pop_density2","location","pop_density_size","coast","NewAge","AgeGroup","Seasons","Weekend","MoreThanOneOfficer","ShotsClean","MoreThanOneShot","mainOfficerRace","mainOfficerGender"
"jacksonville",2043909,NA,"F","N","W","M","19.0","Armed person","1",2,"B;H","M;M","Jacksonville Police Department","0","0",12,"florida",880619,821784,716,7474,193582,1178,4552,"30.3369°N 81.6616°W","1","east",19,1,"0",0,1,1,0,"b","M"
"kansascity",336641,"2015-04-02","N","Y","W","M","U","Agg DV Assault","1",2,"W;B","M;M","Kansas City Police Department","4","5",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",0,1,1,0,"b","M"
"kansascity",3145378,NA,"N","Y","U","U","U","ResCk/party wanted","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",4656704,NA,"F","N","U","U","U","Party Armed","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",3175339,"2013-03-06","F","Y","U","U","U","Pedestrian Check","1",1,"U","U","Kansas City Police Department","3","4",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",0,0,1,0,"u","U"
"kansascity",3365474,"2011-12-10","N","Y","U","U","U","Vehicle Pursuit","1",1,"U","U","Kansas City Police Department","12","7",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",1,0,1,0,"u","U"
"kansascity",4882137,"2011-11-07","F","Y","U","U","U","Party Armed","1",1,"U","U","Kansas City Police Department","11","2",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"1",0,0,1,0,"u","U"
"kansascity",4567598,NA,"U","Y","B","M","U","Assault","1",2,"B;W","M;M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,1,1,0,"b","M"
"kansascity",3041058,NA,"N","Y","U","U","U","Search Warrant","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",3302836,"2014-02-01","N","Y","W","M","U","Disturbance","1",1,"W","M","Kansas City Police Department","2","7",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",1,0,1,0,"w","M"
"kansascity",2437085,NA,"F","Y","U","U","U","Shots Fired","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",471653,"2011-11-06","N","N","U","U","U","D.U.I. Check Point","1",1,"U","U","Kansas City Police Department","11","1",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"1",1,0,1,0,"u","U"
"kansascity",1081784,NA,"F","Y","U","U","U","Susp. Prostitution","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",2484812,"2014-12-12","N","N","B","F","U","Car Check","1",1,"B","M","Kansas City Police Department","12","6",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",0,0,1,0,"b","M"
"kansascity",4435886,NA,"U","N","B","M","U","Traffic Violation","1",1,"B","M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"b","M"
"kansascity",3180212,"2012-02-01","N","Y","U","U","U","Stolen Auto","1",1,"U","U","Kansas City Police Department","2","4",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",0,0,1,0,"u","U"
"kansascity",3465169,"2015-04-06","N","N","L","M","U","Assist the Officer","1",1,"W","F","Kansas City Police Department","4","2",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",0,0,1,0,"w","F"
"kansascity",142188,NA,"F","Y","U","M","U","Car Chase-Armed Carjacking","1",2,"W;W","M;M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,1,1,0,"w","M"
"kansascity",1369153,NA,"F","Y","U","U","U","Murder","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",4501132,NA,"N","N","U","U","U","Car Check","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",2363470,"2011-06-08","F","Y","U","U","U","Res. Check","1",1,"U","U","Kansas City Police Department","6","4",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"3",0,0,1,0,"u","U"
"kansascity",4752634,"2010-10-02","N","N","U","U","U","Armed Robbery","1",1,"U","U","Kansas City Police Department","10","7",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"1",1,0,1,0,"u","U"
"kansascity",2903954,"2016-03-01","U","N","B","M","U","Fleeing vehicle","1",1,"W","M","Kansas City Police Department","3","3",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",0,0,1,0,"w","M"
"kansascity",3861251,"2014-12-10","F","Y","W","M","U","Party Armed-suicidal","1",3,"W;W;W","M;M;M","Kansas City Police Department","12","4",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",0,1,1,0,"w","M"
"kansascity",4893286,"2013-09-12","N","N","U","U","U","Car Chk","1",1,"U","U","Kansas City Police Department","9","5",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"4",0,0,1,0,"u","U"
"kansascity",3861783,NA,"N","Y","W","F","U","Suicidal party","1",1,"W","M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"w","M"
"kansascity",3497852,NA,"N","Y","U","U","U","CFS/Op-100","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",4870087,"2013-12-09","N","Y","U","U","U","ResCk/party wanted","1",1,"U","U","Kansas City Police Department","12","2",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",0,0,1,0,"u","U"
"kansascity",4789557,"2014-08-10","F","N","U","M","U","Disturbance","1",1,"W","M","Kansas City Police Department","8","1",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"4",1,0,1,0,"w","M"
"kansascity",399896,NA,"N","N","U","U","U","Car Check","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",4575981,"2015-09-01","N","Y","B","M","U","Bank Robbery","1",2,"W;W","M;M","Kansas City Police Department","9","3",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"4",0,1,1,0,"w","M"
"kansascity",2648664,NA,"N","Y","B","M","U","Sound of Shots","1",1,"W","M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"w","M"
"kansascity",578289,NA,"N","Y","U","U","U","Agg. Assault","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",1480704,NA,"N","Y","B","M","U","Shots fired/Agg Assault","1",2,"W;W","M;M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,1,1,0,"w","M"
"kansascity",1407952,"2015-07-06","U","U","U","U","U","Accidental Discharge w/ injuries","1",1,"W","M","Kansas City Police Department","7","2",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"3",0,0,1,0,"w","M"
"kansascity",1780344,"2016-08-06","F","Y","W","M","U",NA,"1",1,"W","M","Kansas City Police Department","8","7",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"4",1,0,1,0,"w","M"
"kansascity",3944215,NA,"F","Y","W","M","U","Agg Assault/Op 100","1",2,"W;W","M;M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,1,1,0,"w","M"
"kansascity",397629,NA,"N","N","U","U","U","Vehicle Pursuit","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",3501897,NA,"N","N","W","M","U","Party wanted-PCS","1",1,"B","M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"b","M"
"kansascity",4380270,NA,"N","Y","U","U","U","Vehicle Pursuit","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",1715782,NA,"N","N","U","U","U","Stolen Auto","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",2132354,"2013-08-08","F","N","U","U","U","Susp. Party","1",1,"U","U","Kansas City Police Department","8","5",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"4",0,0,1,0,"u","U"
"kansascity",3441316,"2015-09-07","F","N","B","M","U","Sus Party Armed","1",1,"W","F","Kansas City Police Department","9","2",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"4",0,0,1,0,"w","F"
"kansascity",4434132,NA,"N","Y","U","U","U","Sound of Shots","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",4922258,"2015-09-09","F","N","B","M","U","Op 100","1",1,"W","M","Kansas City Police Department","9","4",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"4",0,0,1,0,"w","M"
"kansascity",1634362,"2011-02-06","N","N","U","U","U","Vehicle Pursuit","1",1,"U","U","Kansas City Police Department","2","1",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",1,0,1,0,"u","U"
"kansascity",178843,NA,"N","Y","U","U","U","Party Armed","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",2442793,NA,"N","Y","U","U","U","Armed Robbery","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",2111030,"2016-04-02","F","Y","W","M","U","Vehicle Pursuit","1",1,"W","M","Kansas City Police Department","4","7",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",1,0,1,0,"w","M"
"kansascity",2814226,"2013-01-12","F","N","U","U","U","Nag-Assault","1",1,"U","U","Kansas City Police Department","1","7",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"1",1,0,1,0,"u","U"
"kansascity",2143220,"2016-11-09","U","Y","B","M","U","Fleeing vehicle","1",1,"W","M","Kansas City Police Department","11","4",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"1",0,0,1,0,"w","M"
"kansascity",1938012,NA,"N","N","W","M","U","Felony Car check","1",1,"W","M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"w","M"
"kansascity",314008,NA,"N","N","W","F","U","Agg DV Assault","1",1,"W","M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"w","M"
"kansascity",3967373,"2011-03-10","N","Y","U","U","U","Agg. Assault","1",1,"U","U","Kansas City Police Department","3","5",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"2",0,0,1,0,"u","U"
"kansascity",2430736,NA,"N","Y","U","U","U","Agg. Assualt","1",1,"U","U","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"u","U"
"kansascity",884617,NA,"N","Y","B","M","U","Homicide","1",1,"B","M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,0,1,0,"b","M"
"kansascity",4619112,NA,"F","Y","B","M","U","Susp Party/Armed","1",2,"W;W","M;M","Kansas City Police Department","0","0",171,"kansas",151709,145786,406,1248,32322,1216,4702,"39.1225°N 94.7418°W","1","neither",0,0,"0",0,1,1,0,"w","M"
"lasvegas",3582677,NA,"F","Y","U","M","U","Robbery","2.0",2,"U;U","M;U","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"0",0,1,2,1,"u","M"
"lasvegas",1029591,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",867663,NA,"F","N","U","M","32.0","Traffick stop; suspect","3.0",3,"U;U;U","M;M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",32,2,"0",0,1,3,1,"u","M"
"lasvegas",575362,"1905-07-03","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","2",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",0,0,1,0,"u","U"
"lasvegas",1320968,NA,"F","Y","W","M","21.0","Weapons posession; firearm; home invasion","20.0",4,"U;U;U;U","M;M;M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",21,2,"0",0,1,20,1,"u","M"
"lasvegas",2364047,"2012-01-02","F","Y","U","M","24.0","Murder suspect; traffic stop","3.0",3,"U;U;U","M;M;M","Las Vegas Metropolitan Police Department","1","2",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",24,2,"1",0,1,3,1,"u","M"
"lasvegas",2358273,"2016-11-04","N","Y","U","M","22.0","Disturbance","1",2,"U;U","M;M","Las Vegas Metropolitan Police Department","11","6",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",22,2,"1",0,1,1,0,"u","M"
"lasvegas",2683554,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",3535370,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",2247248,"2013-08-02","F","Y","L","U","U","Warrants","8.0",3,"U;U;U","M;M;M","Las Vegas Metropolitan Police Department","8","6",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"4",0,1,8,1,"u","M"
"lasvegas",2622396,NA,"F","N","L","M","36.0","domestic violence","8.0",3,"U;U;U","M;M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",36,2,"0",0,1,8,1,"u","M"
"lasvegas",4732433,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",2025970,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",3334019,NA,"N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"0",0,0,1,0,"u","U"
"lasvegas",1613516,"2013-08-02","N","N","L","U","U","Warrants","8.0",3,"U;U;U","M;M;M","Las Vegas Metropolitan Police Department","8","6",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"4",0,1,8,1,"u","M"
"lasvegas",523213,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",1118201,"2011-04-07","F","Y","L","M","54.0","weapons posession; firearm; suicide","4.0",4,"U;U;U;U","M;F;M;F","Las Vegas Metropolitan Police Department","4","5",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",54,3,"2",0,1,4,1,"u","F"
"lasvegas",354893,NA,"N","Y","U","M","46.0","Robbery; Shooting","1.0",2,"U;U","M;U","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",46,3,"0",0,1,1,0,"u","M"
"lasvegas",1033460,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",99919,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",3606746,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",4395181,NA,"N","Y","U","U","U","Weapons posession; firearm","2.0",3,"U;U;U","M;U;U","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"0",0,1,2,1,"u","U"
"lasvegas",4143296,NA,"F","Y","U","M","47.0","Shooting; threat","9.0",4,"U;U;U;U","M;U;M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",47,3,"0",0,1,9,1,"u","M"
"lasvegas",3638872,NA,"N","Y","U","U","U","home invasion","4.0",2,"U;U","M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"0",0,1,4,1,"u","M"
"lasvegas",3736662,NA,"N","Y","U","M","31.0","Shooting","4.0",4,"U;U;U;U","M;M;M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",31,2,"0",0,1,4,1,"u","M"
"lasvegas",2471345,"2015-10-07","F","Y","W","M","55.0","Traffic stop","3.0",6,"U;U;U;U;U;U","M;M;M;M;M;F","Las Vegas Metropolitan Police Department","10","4",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",55,3,"1",0,1,3,1,"u","M"
"lasvegas",134903,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",4322030,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",4807203,NA,"N","Y","W","M","52.0","Shooting","8.0",6,"U;U;U;U;U;U","M;M;M;M;F;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",52,3,"0",0,1,8,1,"u","M"
"lasvegas",537728,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",4416212,"2016-11-04","F","Y","U","M","22.0","Shooting","2.0",2,"U;U","M;M","Las Vegas Metropolitan Police Department","11","6",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",22,2,"1",0,1,2,1,"u","M"
"lasvegas",61212,NA,"F","N","W","M","23.0","Weapons posession; threat","11.0",3,"U;U;U","M;M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",23,2,"0",0,1,11,1,"u","M"
"lasvegas",1603535,NA,"F","Y","W","M","52.0","Shooting","3.0",3,"U;U;U","M;F;F","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",52,3,"0",0,1,3,1,"u","F"
"lasvegas",2939139,NA,"F","Y","B","M","37.0","Gang; suspicious person","9.0",1,"U","M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",37,2,"0",0,0,9,1,"u","M"
"lasvegas",104257,NA,"N","Y","U","M","34.0","Stolen car","1.0",1,"U","M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",34,2,"0",0,0,1,0,"u","M"
"lasvegas",2243892,NA,"F","Y","W","F","50.0","Traffic; fugitive","2.0",4,"U;U;U;U","M;M;U;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",50,3,"0",0,1,2,1,"u","M"
"lasvegas",571688,"2013-08-02","N","N","L","U","U","Warrants","8.0",3,"U;U;U","M;M;M","Las Vegas Metropolitan Police Department","8","6",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"4",0,1,8,1,"u","M"
"lasvegas",4045677,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",1157386,"2013-04-06","N","N","W","M","49.0","suicide","2.0",2,"U;U","M;M","Las Vegas Metropolitan Police Department","4","7",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",49,3,"2",1,1,2,1,"u","M"
"lasvegas",1162091,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",1198902,"1905-07-02","N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",3391646,"1905-07-02","F","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","7","1",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"3",1,0,1,0,"u","U"
"lasvegas",781470,NA,"N","U","U","U","U",NA,"1",1,"U","U","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"0",0,0,1,0,"u","U"
"lasvegas",3893697,NA,"N","Y","B","U","U","Weapons posession; firearm","2.0",3,"U;U;U","M;U;U","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"0",0,1,2,1,"u","U"
"lasvegas",2682388,NA,"F","N","W","M","32.0","Domestic disturbance","1.0",3,"U;U;U","M;M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",32,2,"0",0,1,1,0,"u","M"
"lasvegas",116357,NA,"F","N","U","M","U","Warrant; US Marshalls","9.0",6,"U;U;U;U;U;U","M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",0,0,"0",0,1,9,1,"u","M"
"lasvegas",1396004,NA,"F","Y","B","F","50.0","stolen vehicle","5.0",5,"U;U;U;U;U","M;U;M;M;M","Las Vegas Metropolitan Police Department","0","0",28,"nevada",632912,583756,842,1344,34812,4709,18182,"36.2292°N 115.2601°W","3","neither",50,3,"0",0,1,5,1,"u","M"
